Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Madurai Kalyana Biryani,3.7,Biryani,₹300 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Phil's Bistro,3.8,"Continental, Italian, Desserts",₹300 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Aibaik,3.9,"BBQ, Biryani, Lebanese, Kebab",₹300 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Thamizha Idiyappa Kadai,4.4,South Indian,₹300 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The South Indian Restaurant,3.2,"South Indian, Kebab, Chinese, Biryani, Desserts, Beverages, Sichuan",₹300 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Thangam Multi Cuisine Restaurant,3.8,"Biryani, South Indian, North Indian, Beverages, Chinese, Seafood, Ice Cream, Sichuan",₹300 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Blue Forest,3.5,"Bakery, Street Food, Pizza, Sandwich, Burger, Chinese, Desserts, Beverages",₹300 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Mudaliyar Idly Kadai,3.5,"South Indian, Chettinad, Biryani",₹300 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Behrouz Biryani,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",₹300 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Awestrucks,3.8,"Lebanese, Chinese, North Indian, BBQ, Biryani, South Indian, Sichuan",₹250 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Pure Veg Meals by Lunchbox,4.0,North Indian,₹250 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Al Taaza,4.3,"Fast Food, Burger, Pizza, Chinese, Street Food",₹250 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Biryani Life,3.8,"Biryani, Kebab, North Indian",₹250 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Vaadivaasal Juices,4.3,"Juices, Beverages, Coffee, Sandwich",₹250 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sweet Truth - Cake and Desserts,4.1,"Desserts, Bakery, Ice Cream",₹250 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Choco Rush,4.1,"Desserts, Beverages, Shake",₹250 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Dheen Biriyani Stall,3.9,"North Indian, South Indian",₹250 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
New Kanna Boarding,4.1,"South Indian, Chinese",₹250 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Waffle Spot,4.5,"Waffle, Desserts",₹250 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Puppy's Bakery,3.7,"Fast Food, Bakery, Salad, Italian, Beverages, Desserts",₹250 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Momo's Club,4.0,"Momos, Sandwich, Burger, Shake, Beverages",₹250 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Impress & Express Cafe,3.5,"Beverages, Sandwich",₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Ruhi 27,4.2,"Shawarma, Chinese, BBQ, Beverages",₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Igloo,3.3,"Desserts, Ice Cream, Shake",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Anbu Tiffin Center,New,"South Indian, Street Food",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Waalai Aahar,3.8,"South Indian, Chinese, Arabian, Tamil, Desserts, Sichuan",₹150 for one,40 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Uthandan Pakkoda Kadai,4.3,"Mithai, Street Food",₹150 for one,16 min,Follows all Max Safety measures to ensure your food is safe,Madurai
A1 Momos,3.9,"Momos, Beverages",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Firangi Bake,4.1,"Italian, Mexican",₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bullet BBQ Ride,4.0,"BBQ, Lebanese",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bazeera Hotel,3.4,"South Indian, Chinese",₹150 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Falooda King,4.0,"Desserts, Ice Cream, Beverages, Shake",₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Calicut Briyani Hut,4.0,"Biryani, Chinese",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Lassi House,4.0,"Juices, Sandwich, Beverages",₹100 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Craving Hunt,4.1,"Biryani, South Indian",₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Uptown Brews,3.6,"North Indian, Fast Food, Beverages, Shake",₹100 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Athik Home Food,4.3,"South Indian, Street Food",₹100 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Momos King,3.8,"Momos, Burger, Sandwich, Fast Food, Sichuan, Street Food, Shake, Beverages",₹100 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kari Dappa,3.2,"Lebanese, Fast Food",₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
KPS Restaurant,4.0,"South Indian, Chinese",₹100 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sandwich World,3.9,"Sandwich, Burger, Fast Food, Street Food, Beverages, Desserts, Shake",₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
MM Tiffin Centre,3.5,South Indian,₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Lovely Taj Hotel,4.0,"South Indian, Biryani, North Indian, Seafood",₹100 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Zan Cafe,3.5,"Pizza, Pasta, Sandwich, Fast Food, Street Food, Momos, Desserts, Shake",₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
New Fresh,4.2,Fast Food,₹100 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Spicy Snackers,4.0,"Sandwich, Momos, Wraps, Burger, Chinese, Fast Food, Shake, Beverages",₹200 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
KMP Chappati Corner,-,North Indian,₹200 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Savage Driven 'N' Eats,-,"Chinese, BBQ, Shawarma, Rolls, Sichuan, Fast Food",₹200 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Gokulam Unavagam,-,South Indian,₹200 for one,19 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Good Bowl,4.2,"North Indian, Pasta, Italian",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Madurai Pandiyan Hotel,3.7,"South Indian, Chinese, Biryani",₹200 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Dhoni Bhai,4.1,"South Indian, North Indian, Biryani",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Anjappar Grand,New,"North Indian, Mughlai, Chinese, Biryani, Seafood, Street Food, Desserts, Beverages",₹200 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
OE Shawarma,4.4,"BBQ, Fast Food",₹200 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Iraivi Home Mading Foods,-,"South Indian, Tamil, Chinese, Biryani",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Snacks,3.9,"Wraps, Sandwich, Momos, Shake, Beverages",₹200 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Foody Festa,4.0,"Italian, Pizza, Pasta, Sandwich, Burger, Wraps, Fast Food, Beverages",₹200 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Crispy Crust,-,"Fast Food, Burger, Sandwich",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Cream And Fudge,New,"Bakery, Ice Cream",₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Delights by INOX,4.3,"Fast Food, Street Food",₹100 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Liminos,4.4,"Sandwich, Burger, Pizza, Fast Food, Ice Cream, Desserts, Shake, Beverages",₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Amul Ice Cream Parlour,4.0,Ice Cream,₹100 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
A-1 Restaurant,-,"North Indian, Chinese, Biryani",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Jade,4.0,"Fast Food, Italian, Pancake, Waffle, Shake, Desserts, Beverages",₹100 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kanibai Chicken Kadai,2.9,"Fast Food, Chinese",₹100 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Siva Sri Puttu Kadai,4.3,Tamil,₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Lakshmi's Chappathi Corner,3.9,"North Indian, Mughlai, Chettinad",₹100 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Dessert Zone,3.6,"Desserts, Shake, Ice Cream, Bakery, Beverages",₹100 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Appuchiyamman Non Veg Restaurant,3.5,"South Indian, Chinese, Biryani",₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
WTF - Whats The Food,-,"Sandwich, Pizza, Wraps, Fast Food, Momos, Street Food, Desserts, Beverages",₹200 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Tiruchendur Cafe,3.7,"South Indian, Beverages",₹200 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Raja Bhai Restaurant,4.3,"Lebanese, Chinese, North Indian, Rolls, Seafood, Sichuan, Shawarma",₹200 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Mr. Momo's King Lassi,4.3,"Momos, Street Food, Beverages",₹200 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Mini Bites,4.0,"Street Food, Beverages, Cafe",₹200 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Maska Biriyani & Grill,2.9,"Chinese, Biryani, South Indian",₹200 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Chennai Biriyani Junction,3.8,"Biryani, South Indian, Chinese",₹200 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Villapuram Bismi Hotel,-,"Chinese, North Indian, South Indian, Shawarma, Biryani",₹200 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Snacks Time,-,"Sandwich, Fast Food, Momos, Ice Cream, Shake, Beverages",₹200 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sandwich Nation,3.9,"Burger, Sandwich, Wraps, Fast Food, Street Food, Desserts, Beverages",₹200 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kavi Homely Foods & Snacks,3.2,"Biryani, North Indian",₹200 for one,46 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Samosa Factory,4.3,"Rolls, Street Food",₹200 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Cafe TN59,3.9,"Fast Food, Sandwich, Italian, Desserts, Beverages",₹200 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Famous Jigarthanda,4.0,"Beverages, Desserts",₹200 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
A1 Momo's,4.0,"Momos, Rolls, Ice Cream",₹200 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Woww Momos,-,"Momos, Fast Food, Pizza, Beverages",₹200 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kaati Zone Rolls and Wraps,3.9,"Rolls, Wraps, Fast Food, Desserts, Shake",₹200 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sri Sakthi Meenakshi Bhavan,3.2,South Indian,₹200 for one,46 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sri Ayyan Mess,4.1,South Indian,₹200 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Riyaz Mahal Hotel,New,South Indian,₹200 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kouzina Kafe - The Food Court,3.7,"Fast Food, Burger, Momos, Rolls, Desserts, Bakery, Shake",₹200 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Ambhal Chettinad Hotel,4.3,"South Indian, North Indian, Chinese, Seafood, Mughlai, Biryani, Fast Food, Tamil",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Dessert's World,4.0,"Desserts, Shake",₹200 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
T Box Home Cooked Foods,3.3,Biryani,₹200 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Crunchy Quails,-,"BBQ, North Indian, Biryani",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bro Pizza,3.5,"Pizza, Beverages, Shake",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sunshine Cafe,New,"Fast Food, Rolls",₹150 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Orchid By Fortune Pandiyan Hotel Madurai,3.6,"North Indian, South Indian, Chinese",₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Avani Cafe & Restaurant,3.6,"South Indian, Chinese",₹150 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Madurai
F.H Beeda Centre And Stall,4.0,"Desserts, Paan, Ice Cream, Beverages",₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Side Walk,3.8,"Italian, Fast Food, North Indian, Shake",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Krithigaa's Raghuram Snacks,4.5,Street Food,₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sri Annapoorini Hotel,New,"South Indian, Chinese",₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Le Wrap Factorie,4.1,"Fast Food, Burger, Wraps, Beverages",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Salman Shawarma,4.0,"Lebanese, Fast Food, Beverages",₹150 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Thekkathi Mess,3.2,"South Indian, Biryani",₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Sri Nachiyar Pure Veg,-,"South Indian, Chinese, Beverages",₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sangam Saga,3.7,"South Indian, Tamil",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Cafe Cake Bee,4.3,"Fast Food, Bakery, Chinese, Street Food, Beverages",₹100 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Madurai
